id	date	tweet
1.59E+18	2022-10-29 10:27:30+00:00	"@z4r4n @aniesbaswedan Alhamdulillah, semoga calon Presiden RI thn 2024, Pak Anies RB selalu dilindungi Allah Subhanawataalla,"
1.59E+18	2022-10-29 09:25:21+00:00	@Muhammad_Saewad Klau buat buser Buser mah kagak ngaruh yang penting Ganjar calon presiden..wahh kagak boleh jadi presiden nanti bahaya Pak Anies saja lah yang jadi presiden santun sopan tidak sombong rendah hati kagak pernah tikTokan hee..kagak suka joged joged..mantap dah pokonya
1.59E+18	2022-10-29 07:07:59+00:00	"Anies dari lawan politiknya.

Penulis yakin politik identitas ini akan memukul Anies saat ingin mencalonkan diri sebagai Bakal Calon (Balon) presiden pada tahun 2024. Kasus yang menimpa Basuki Tjahaja Purnama (BTP) atau Ahok yang diserang habis-habisan oleh lawan politiknya dg .."
1.59E+18	2022-10-29 07:07:57+00:00	"Hati-hati saja untuk pendukungnya Anies, kita masih mencintai pemimpin negeri ini yang asli Indonesia. Kalau nanti politik identitas dipakai dalam pemilihan calon presiden, maka bisa jadi asal usul atau leluhur Anies Baswedan  menjadi salah satu hantaman yang cukup keras bagi ..."
1.59E+18	2022-10-29 07:02:40+00:00	@arifinpribadi @aniesbaswedan Emang dia yg punya surga. Kok masih ngotot cuma jadi calon presiden indonesia
1.59E+18	2022-10-29 03:20:36+00:00	@Mdy_Asmara1701 @NasDem Deklarasi perubahan bakal calon presiden dr anies dirubah sama@yang lainnya
1.59E+18	2022-10-29 03:16:39+00:00	@FirzaHusain Kenapa hanya anies? Yang lain gak? Padahal calon yang lain justru lebih buruk kinerjanya... Kenapa selalu anies? Apakah takut jika anies jadi presiden?
1.59E+18	2022-10-29 01:46:34+00:00	@otisram @KPK_RI @KejaksaanRI Sudah tahu niat mereka sejak awal mengapa harus mendeklarasikan Anies sebagai calon presiden. Dia baru dideklarasikan belum ditetapkan oleh KPU sebagai lembaga negara yang resmi. Jadi kalo kedapatan dia korupsi ya harus ditangkap. Orang ini harus ikut ditangkap pertama...
1.59E+18	2022-10-29 01:24:40+00:00	"@DoankWarto Maunya ada sebuah bisikan iseng buat Anies Baswedan, utk datang sendiri ke hutan pegunungan tengah di papua sana dan dia bertemu ,melobi dan mengajak orang2 di papua yg trlibat KKB utk kmbali k NKRI, jk itu dilakukan? Saya angkat👍👍buat Anies..sbgai calon presiden yg gentlemn"
1.59E+18	2022-10-29 00:58:10+00:00	"@Ghurem2 Hahahaha
Joke of the year
Pak @aniesbaswedan punya saingan tuch krn @DokterTifa mau jadi calon presiden juga tuch"
1.59E+18	2022-10-28 23:23:47+00:00	"@Sunrise010170 @aniesbaswedan Inilah profil calon presiden 2024
Yg survey nya sudah mengungguli pak ganjar dan pak prabowo 😌"
1.59E+18	2022-10-28 22:44:12+00:00	"@HelmiFelis_ Pilih Anies oleh orang 2 berpendidikan tinggi, kami di talang dan desa serta kampung yg ada seluruh tanah air Indonesia akan memilih calon presiden yang lain saja, karena kami masih pendidikan rendah 😄😄"
1.59E+18	2022-10-28 14:48:52+00:00	@MichelAdam5_ @FR33D0ML4ND @RizalCa91348935 Ini perlu ditanyakan sikapnya thd calon presiden mendatang ya @PDI_Perjuangan @ganjarpranowo @aniesbaswedan @psi_id @PSI_Jakarta @mohmahfudmd @grace_nat @Dennysiregar7 @GunRomli
1.59E+18	2022-10-28 14:24:24+00:00	"Prediksi calon presiden dan calon wakil presiden 2024 : Prabowo- Puan, Ganjar - Erick Thohir, Anies - Ridwan Kamil."
1.59E+18	2022-10-28 10:36:02+00:00	"@Demokrat_TV AHY Calon presiden yg akan datang yg suatu saat nanti menjadi penerus Anies, mengingat AHY usia nya masih muda , insya Allah"
1.59E+18	2022-10-28 06:54:39+00:00	"@RadenKianSayang @aniesbaswedan Bibit bobot nya jelas ya,,calon presiden ya harus dong mau mimpin jutaan orang"
1.59E+18	2022-10-28 06:22:50+00:00	"@KaredokLeunca__ @aniesbaswedan Parah Mak kenapa harus Satpam, dia Calon terkuat Menterinya Pendidikan kalau Wan ngibul jadi Presiden 🤣🤣🤣"
1.59E+18	2022-10-28 02:26:42+00:00	"@Relawananies Lah kalau salah harus diproses. Kalau ga salah ngapa takut ini negara hukum coy, setiap warga negara mendapatkan perlindungan hukum kalau memang terbukti tidak bersalah. Otak ente aja yang ketakutan Pa Anies ga bisa maju jd calon presiden. Santai aja"
1.59E+18	2022-10-28 01:58:17+00:00	"IDE, GAGASAN DAN KARYA.. ITULAH BAPAK ANIES BASWEDAN CALON PRESIDEN 2024..
@DrEvaChaniago @Masde1686 @Furqanjurdi1"
1.59E+18	2022-10-28 01:43:33+00:00	"@sobat_anies @NasDem Semngat NASDEM semngat buat calon presiden bapak anies baswedan...
Rakyat kecil menunggu bapak menjadi presiden RI2024.
#indonesiaberharap
#aniespilihanrakyat
#indonesiamemanggil 
#indonesiaharusbersamaorangbaik"
1.59E+18	2022-10-27 22:51:57+00:00	"@NasDem @aniesbaswedan Amis JD presiden?????
Mimpi kaleeeeee.....
Kalau JD calon presiden.....?????
Yesssss......tetep dukung calon presiden..."
1.59E+18	2022-10-27 22:16:45+00:00	"Ketika pasangan bakal calon presiden dan wakil presiden diutak-atik keterpilihannya, itu artinya pragmatisme politik bekerja. Demikian pula, pasangan religius-nasionalis adalah label identitas yang justru demokrasi semakin surut ke belakang. 

Saya memilih Anies Baswedan. Khalas."
